"CODEA-0155 {h1ra:27}";"1229";"Burgos";"a Garcí Martínez por el solar que tenié en Santa María de la Muela, que era de Oña, e que";"se";"irié dende e que les buscarié cuanto mal pudiesse, e cuemo él credié y era verdade, que non avié otre"
"CODEA-0159 {h1ra:10}";"1229";"Burgos";"ý. E falló por pesquisa don Lop Díaz cartas que avía el concejo de Tamayo con el monesterio por que";"se";"obligaron el concejo que cuando estos vassallos sobredichos oviessen a vender algunos heredamientos, que non lo pudiessen vender si non"
"CODEA-0159 {h1ra:14}";"1229";"Burgos";"dos solares de la benfetría sobredichos que fuessen de los cavalleros, e de los solares que eran del monesterio que";"se";"partiessen d'ellos e que non pudiessen comprar los heredamientos d'estos solares del monesterio. E d'esta abenencia que don Lop Díaz"
"CODEA-0416 {h1ra:9}";"1233";"—";"aver de Monio Rodríguez que avía ye devía aver, ye que ál non demanden a los frades de Morerola. Ye";"se";"el abat de Morerola o d'alguno de sua parte esta carta quisier quebrantar ye don Elo con sos fiyos, ye"
"CODEA-0451 {h1ra:13}";"1233";"—";"fiz escrivir en esta karta. E si per aventura, lo que non será si Dios quisier, mie madre María Fagúndez";"se";"dessaviniés de vevir connosco e quisiesse vevir en so cabo, que yo Ferrand Ivanes e María Domínguiz seamos tenidos de"
"CODEA-0884 {h1ra:10}";"1234";"Navarra?";"Artavía, el escrivano qui todo esto escrivió por mandamiento de don Pero Arceiz de Arróniz, e estos bonos omnes assí";"se";"otorgaron por testimonios."
"CODEA-0415 {h1ra:8}";"1235";"León";"por falago nen por amenaza que vos yo faga menos de dous propinquos vostros de los maorales que ovierdes. E";"se";"por aventura yo don Pedro Ponz, o omne por mí o de mia parte o de estraña, contra este mio"
"CODEA-0417 {h1ra:4}";"1236";"—";"vassallos, señoríos, divisas, aguas, entradas, exidas, yermo e poblado, en tal manera que después de nostra vida o de cual";"se";"quier de nós, que fagades a cadaúno de nós so aniversario al día de so finamiento, e que aya el"
"CODEA-0417 {h1ra:11}";"1236";"—";"la fazer al mais aína que pudiéredes, o cualquier que fique de vós o delexar tanto al monesterio de que";"se";"pueda bien fazer. E demás otorgámosvos que esto que vós nos avedes dado en Villada que vós e doña Teresa"
"CODEA-0452 {h1ra:12}";"1236";"—";"E cualquier que de vós fine primero el otro que aya XXVI morabedís e V cargas de trigo e non";"se";"case sin mandamiento del almosnero, e si casar o otra orden tomar que luego pierda todo sin querella, assí lo"
"CODEA-0456 {h1ra:6}";"1237";"León";"{1 e ela Nora e ela Novena de Castro Gavón e pobladura, per mille e DCC morabedís in pignos, e";"se";"per aventura eu don Petro morro ante que doña Aldonza, mea mulier, e filio vel filia non habeo d'ella, tener"
"CODEA-0456 {h1ra:9}";"1237";"León";"habeo d'ella, tener doña Aldonça e la heredade ata que le paguent istos morabedís que sont nomrados, e cuamto fructu";"se";"levantar d'esta heredade levarlo todo doña Aldonça ata que le pagen todos istos morabedís. E se per aventura quiser demandar"
"CODEA-0456 {h1ra:11}";"1237";"León";"nomrados, e cuamto fructu se levantar d'esta heredade levarlo todo doña Aldonça ata que le pagen todos istos morabedís. E";"se";"per aventura quiser demandar aquel a quiem ficar mea bona vel omne de otra parte sacar ista heredade per degredo,"
"CODEA-2174 {h1ra:8}";"1237";"Toledo";"el un par, e el otra uestimienta con un misal, si Fernando Díaz, mio sobrino en la tierra fincare, que";"se";"sirva d'ello, e si no que sirva en esta elgreja en las capellanías. E mando a Fernando Díaz mio sobrino"
"CODEA-0681 {h1ra:22}";"1238";"—";"el abad e el conviento con concejo de Matut pusieron pena de mil morabedís: si el abad con el conviento";"se";"repindiessen, que pechen mil morabedís, los medios al rey de Castiella e los medios al concejo de Matut; otrosí si"
"CODEA-0681 {h1ra:24}";"1238";"—";"morabedís, los medios al rey de Castiella e los medios al concejo de Matut; otrosí si el concejo de Matut";"se";"repindiesse, que pechen mil morabedís, los medios al rey de Castiella e los medios al abad de Valvanera con so"
"CODEA-1370 {h1ra:9}";"1238";"León?";"ya cuanta, ya mal parada ya <…> segundo vostro poder, que la busquedes e que la demandes a buena fe";"se";"mal engaño segundo Dios e segundo vostra alma. E se vós alguna ganestes o comprestes que aqueste heredamiento pertenezca o"
"CODEA-1370 {h1ra:9}";"1238";"León?";"que la busquedes e que la demandes a buena fe se mal engaño segundo Dios e segundo vostra alma. E";"se";"vós alguna ganestes o comprestes que aqueste heredamiento pertenezca o adelantre ganardes o comprardes, livre e sien toda contría, la"
"CODEA-0418 {h1ra:10}";"1239";"—";"vuestros días de ambos a dos aquel molino que pertineze al almosna, así que el pan de los pobres que";"se";"muela ý sin maquila ye sin alfadía, ye dámosvos una ración de pan ye de vino que vos dé el"
"CODEA-0453 {h1ra:7}";"1240";"—";"vós vernán X morabedís en el mio vuerto que yaz sobr'el camino después mios días ye de mi mugier. Ye";"se";"yo finar antes de mi mugier que mi mugier dé cada ano V morabedís al cellerizo ye depués de días"
"CODEA-1419 {h1ra:19}";"1241";"León";"e a todo el <…> des meismo logar, esta carta robramos e confirmamos, e estas siñales en ela fazemos. Adoncas";"se";"alguno de nuestros propincos o estraños o nós meismos contra esta carta venier e crebantala quesier quiquier, que sea maldito"
"CODEA-0256 {h1ra:14}";"1242";"—";"cantal de don Gonç<a>lvo e de la otra parte fasta el de don Armildo e devié echar en tierra cuanto";"se";"encierra entre amos estos cantales e cerrar un uço de la casa de don Gonçalvo que tenié a fuera e"
"CODEA-0273 {h1ra:4}";"1243";"Valladolid";"como él lo avié e lo devié aver e yo lo compré de él, fuera la tierra del fenar que";"se";"era vuestra ante e es agora. Todas estas sobredichas heredades vendo a vós, sobredicho abat don Jordán, e a vuestro"
"CODEA-0419 {h1ra:9}";"1243";"—";"dé la meatad de la renta cuanto ý viniere. E d'esta heredat que devant dicha es, si alguna cosa <más";"se";"abía> de labrar nós que nos entregemos en lo bien labrado. E nós dámosle V yugadas de buena paya menuda,"
"CODEA-0419 {h1ra:19}";"1243";"—";"a soterrar a San Çalvador, e tragan con el cuerpo X moravedís. E si el prior que oviere el logar";"se";"repintiere d'este pleito peche XXX moravedís, e complir cabadelant. E si Martín Loçano o so mujer se repintieren d'este pleito"
"CODEA-0419 {h1ra:20}";"1243";"—";"oviere el logar se repintiere d'este pleito peche XXX moravedís, e complir cabadelant. E si Martín Loçano o so mujer";"se";"repintieren d'este pleito que pechen XXX moravedís e complir cab'adelant. E que dexe unas ruedas de carro buenas. Pesquisas, doña"
"CODEA-1205 {h1ra:1}";"1243";"Valladolid";"Coñocida cosa sea a los que agora son e a los que son por venir que el concejo de Alcaraz";"se";"embió querellar por sos bonos omnes a mí don Ferrando, por la gracia de Dios rey de Castiella, e de"
"CODEA-1205 {h1ra:10}";"1243";"Valladolid";"part e de la otra, e después de muchos razonamientos, todo el pleito fue librado d'esta guisa: que los freires";"se";"partieron de Villanueva e de cuanto derecho ý avién e cuidavan aver, e de la heredat de Gorgogi, e de"
"CODEA-1205 {h1ra:17}";"1243";"Valladolid";"la orden de la cavallería de Sant Yagüe todos aquellos logares que desuso son nombrados de que los de Alcaraz";"se";"me avién querellado, que los aya siempre livres e quitos sin otro dicho nenguno, con todos sus términos e sus"
"CODEA-1232 {h1ra:15}";"1243";"Zamora";"juro perduravre a Dios ye a Santa <María> de Morerola, por dar, por cambiar, por vender ye fazer d'ella como";"se";"quisieren. Ye esto fazemos yo Pedro Rodríguez ensembra con mia muyer doña María ye con mios fiyos, ye con todos"
"CODEA-1232 {h1ra:17}";"1243";"Zamora";"otros herederos que desuso son nomrados por Dios ye en remissión de nuestros pecados de nós ye de nuestros parientes.";"Se";"alguno fur que contra esto que nós fazemos quisier ir caya ena ira de ye peche a la parte del"
"CODEA-0335 {h1ra:9}";"1244";"León";"vender, de donar, de facer destas tierras que quier que vos plaga en vida e depós a la morte. Doncas";"se";"alguno de los nuestros propincos o de los estraños o nós mismos contra esta carta d'esta vendeción venier, sea maldito"
"CODEA-0317 {h1ra:8}";"1245";"—";"precio XXVIII morabetinos castellanos en robramento de la carta, pan, e vino e carnes, ie aquí es todo comprido. E";"se";"d'alguno de mios propincuos vel de extraneos esta eredat demandar o esta carta quebrantar, sea maldito e descomungado, amen, e"
"CODEA-0649 {h1ra:11}";"1248";"Sevilla";"dende al azembuch que está encima de la sierra en derecho de la fuente de la Figuera, e d'allí adelante";"se";"ayunta con el término de Mérida e con el de Fornachos e con el de Reina assí como va al"
"CODEA-1371 {h1ra:15}";"1249";"León?";"escritas bien e lealmientre, e somos todos tres recaudos de mancomún e cada uno por todo por complilo assí, e";"se";"vos non pagarmos a estos plazos de suso dichos, devemos a pechar cada día I soldo de pena, e porque"
"CODEA-1204 {h1ra:8}";"1250";"Sevilla";"cómo diérades aquellos almudes al maestro e a la orden de Santiagüe pora sacar cativos. E esto tengo yo que";"se";"dio muy bien, e por mercet e por almosna, e que lo diestes vós a vuestro plazer e por vuestro"
"CODEA-2165 {h1ra:45}";"1250";"Toledo";"de uno anno in super si aliqua causa super illos venerit vendant suas casas aut suas hereditates et pergant ubi";"se";"voluerint. Et homines de Bellinchón qui tornadizos tornaverint si non habuerint filios heredarent illis in morte. Et homines de Bellinchón"
"CODEA-0001 {h1ra:23}";"1251";"Sevilla";"oviere a tener que sea cavero e omne bueno e de vergüença. E otrossí sé que en vuestro concejo que";"se";"fazen unas confradrías e unos ayuntamientos malos a mengua de mio poder e de mio señorío, e a daño de"
"CODEA-0001 {h1ra:24}";"1251";"Sevilla";"malos a mengua de mio poder e de mio señorío, e a daño de vuestro concejo e del pueblo, ó";"se";"fazen muchas malas encubiertas e malos paramientos. E mando, so pena de los cuerpos e de cuanto avedes, que estas"
"CODEA-0437 {h1ra:5}";"1251";"—";"vendemus por VI moravedís a vós abat don Froila ye al monesterio desuso decto que la aya por sua herederia.";"Se";"alguno vener contra esti fecto, sea maldito ye pecte a vós C moravedís ye al rey otros tantos. Don Joán"
"CODEA-1732 {h1ra:3}";"1252";"Sevilla";"e el servicio que vós le fiziestes e vós me mostrastes los dan os que recibiedes porque las posturas non";"se";"tenién así como fueron mandadas, e otrossí porque me mostrastes muchas vezes los dan os que recibiedes en las sobejanías"
"CODEA-1732 {h1ra:3}";"1252";"Sevilla";"así como fueron mandadas, e otrossí porque me mostrastes muchas vezes los dan os que recibiedes en las sobejanías que";"se";"fezién e en las carestías grandes de las cosas que se vendíen a demás, tove por bien e por guisado"
"CODEA-1732 {h1ra:3}";"1252";"Sevilla";"los dan os que recibiedes en las sobejanías que se fezién e en las carestías grandes de las cosas que";"se";"vendíen a demás, tove por bien e por guisado de aquellas posturas que ellos fizieron e de lo que nós"
"CODEA-1732 {h1ra:5}";"1252";"Sevilla";"e de los caballeros, e de las órdenes, e de omes bonos de la villa e de omes bonos que";"se";"acertaron comigo. E esto fago yo con gran sabor que é de vos guardar de dan o e de sobejanía"
"CODEA-1732 {h1ra:5}";"1252";"Sevilla";"comigo. E esto fago yo con gran sabor que é de vos guardar de dan o e de sobejanía que";"se";"vos non torne en dan o e de mejorarvos en todas vuestras cosas, porque seades más ricos e más abondados,"
"CODEA-1732 {h1ra:13}";"1252";"Sevilla";"lo ficiere que·l corten el polgar, e si no·l pudieren aver que peche C maravedís en coto; e que non";"se";"escuse porque diga que las fazié para omne d'otro regno; e si depués lo pudieren aver que·l corten el polgar."
"CODEA-1732 {h1ra:24}";"1252";"Sevilla";"que por más los vendier nin el que por más los comprare que peche cadaúno d'ellos X maravedís. Que non";"se";"coteen los mercaderos nin los menestrales. Otrossí mando que nengunos mercaderos nin menestrales de cual mester quiere que non se"
"CODEA-1732 {h1ra:24}";"1252";"Sevilla";"se coteen los mercaderos nin los menestrales. Otrossí mando que nengunos mercaderos nin menestrales de cual mester quiere que non";"se";"coteen sobre los pueblos, mas que venda cadaúno su mester segunt que mejor pudiere e segund que sobredicho es; e"
"CODEA-1732 {h1ra:31}";"1252";"Sevilla";"non por dar a comer a pobres, o para luminaria, o para soterrar muertos o para confuertos, y esto que";"se";"coma en casa del muerto, e non para otros paramientos malos, e que non aya ý alcaldes nengunos para jutgar"
"CODEA-1732 {h1ra:32}";"1252";"Sevilla";"oviere e será el cuerpo a mi mercet. E mando que las confradrías que son fechas en esta razón que";"se";"desfagan luego; si non, sepan que irán en esta pena sobredicha. De los regatones que non compren pescado fresco. Otrossí"
"CODEA-1732 {h1ra:39}";"1252";"Sevilla";"E si alguno acusare a otro en esta razón e non gelo pudiere provar segunt sobredicho es su fuero que";"se";"pare a la pena que devié aver el acusado. De cuánto valan los bueis e los noviellos. Otrossí mando en"
"CODEA-1732 {h1ra:65}";"1252";"Sevilla";"fue conquisto en tiempo del rey don Alfonso mio visavuelo que sean assí como entonce eran e en lo que";"se";"conquiso depués del rey don Alfonso a acá que las defessas que las fagan aguissadas, e en aquellos logares ó"
"CODEA-1732 {h1ra:68}";"1252";"Sevilla";"faga testigos de omne de orden e de otros omes bonos de los mejores que pudiere aver e sobr'esto venga";"se";"querellar a mí d'aquellos que non le quisieron fazer derecho, e entoce dar le ié mi carta con mi portero"
"CODEA-1732 {h1ra:71}";"1252";"Sevilla";"fata que yo salga allá a la tierra. Que non pendren bueis de arada. Otrossí mando que las pendras que";"se";"an de fazer de villa a villa que sean así como puesto es, e las otras pendras o entregas que"
"CODEA-1732 {h1ra:71}";"1252";"Sevilla";"an de fazer de villa a villa que sean así como puesto es, e las otras pendras o entregas que";"se";"an de fazer por mio mandamiento, o de merino, o de alcaldes, o de jurados, o de prestamero, o de"
"CODEA-1732 {h1ra:76}";"1252";"Sevilla";"las juras e <…> de judíos e cristianos. Otrossí mando que las yuras e las salvas e las firmas que";"se";"an de fazer de cristiano a judío e de judío a cristiano que se fagan segunt se fazién en tiempo"
"CODEA-1732 {h1ra:76}";"1252";"Sevilla";"las salvas e las firmas que se an de fazer de cristiano a judío e de judío a cristiano que";"se";"fagan segunt se fazién en tiempo del rey don Alfonso, e si en algunos logares andava seello en tiempo del"
"CODEA-1732 {h1ra:76}";"1252";"Sevilla";"las firmas que se an de fazer de cristiano a judío e de judío a cristiano que se fagan segunt";"se";"fazién en tiempo del rey don Alfonso, e si en algunos logares andava seello en tiempo del rey don Alfonso"
"CODEA-1732 {h1ra:84}";"1252";"Sevilla";"como fueron en tiempo del rey don Alfonso mio visavuelo fata que yo salga allá a la tierra. De cómo";"se";"an de provar e de averiguar todas las cosas sobredichas. Otrossí mando que todas estas cosas sobredichas que se ovieren"
"CODEA-1732 {h1ra:85}";"1252";"Sevilla";"cómo se an de provar e de averiguar todas las cosas sobredichas. Otrossí mando que todas estas cosas sobredichas que";"se";"ovieren a provar o averiguar que se prueven e se averigüen de vezino a vezino segunt manda el fuero de"
"CODEA-1732 {h1ra:85}";"1252";"Sevilla";"averiguar todas las cosas sobredichas. Otrossí mando que todas estas cosas sobredichas que se ovieren a provar o averiguar que";"se";"prueven e se averigüen de vezino a vezino segunt manda el fuero de su villa, e a los estraños segund"
"CODEA-1732 {h1ra:85}";"1252";"Sevilla";"cosas sobredichas. Otrossí mando que todas estas cosas sobredichas que se ovieren a provar o averiguar que se prueven e";"se";"averigüen de vezino a vezino segunt manda el fuero de su villa, e a los estraños segund manda el fuero"
"CODEA-1732 {h1ra:86}";"1252";"Sevilla";"tenga cavallo e armas e que esté guisado segund so fuero manda. Que ningún moro nin nenguna mora que non";"se";"torne judío nin judía, nin nengún judío ni judía que non se torne mora nin moro. E mando que nengún"
"CODEA-1732 {h1ra:86}";"1252";"Sevilla";"Que ningún moro nin nenguna mora que non se torne judío nin judía, nin nengún judío ni judía que non";"se";"torne mora nin moro. E mando que nengún moro nin nenguna mora non sean osados de tornar judío nin judía,"
"CODEA-1732 {h1ra:87}";"1252";"Sevilla";"que me los dé. E si los que los fiziessen tornar o fuessen en el consejo algo oviessen d'aquel que";"se";"tornasse moro o mora, o fuessen en sacarlo, que se me paren a la pena como de furto; e si"
"CODEA-1732 {h1ra:87}";"1252";"Sevilla";"tornar o fuessen en el consejo algo oviessen d'aquel que se tornasse moro o mora, o fuessen en sacarlo, que";"se";"me paren a la pena como de furto; e si judío o judía se tornasse moro o mora por sí"
"CODEA-1732 {h1ra:87}";"1252";"Sevilla";"mora, o fuessen en sacarlo, que se me paren a la pena como de furto; e si judío o judía";"se";"tornasse moro o mora por sí o por otri, que sea mio cativo e que me peche C maravedís en"
"CODEA-1732 {h1ra:88}";"1252";"Sevilla";"oviere que finque todo en mí e sea mío. Otrossí mando que nengún moro nin mora non sean osados de";"se";"tornar judío nin judía nin nengún judío nin nenguna judía non sean osados nin en consejo de lo tornar, e"
"CODEA-1732 {h1ra:89}";"1252";"Sevilla";"que me los dé. E si los que los fiziessen tornar o fuessen en el consejo algo toviessen d'aquel que";"se";"tornasse moro o mora, o fuessen en sacarlo, que se me paren a la pena como de furto. E el"
"CODEA-1732 {h1ra:90}";"1252";"Sevilla";"tornar o fuessen en el consejo algo toviessen d'aquel que se tornasse moro o mora, o fuessen en sacarlo, que";"se";"me paren a la pena como de furto. E el moro o la mora que se tornasse judío o judía"
"CODEA-1732 {h1ra:90}";"1252";"Sevilla";"fuessen en sacarlo, que se me paren a la pena como de furto. E el moro o la mora que";"se";"tornasse judío o judía e non oviesse otro sen or que sea mio cativo e que me peche C maravedís"
"CODEA-1732 {h1ra:90}";"1252";"Sevilla";"e si fijos non oviere que finque en mí e sea mío. E si el moro o la mora que";"se";"tornasse judío o judía oviere otro sen or, que sea suyo el cuerpo e peche a mí C maravedís, e"
"CODEA-1732 {h1ra:92}";"1252";"Sevilla";"penas sobredichas cayesse que lo recabdedes para mí assí como sobredicho es. E mando que estas calon as sobredichas que";"se";"partan d'esta guisa: que tome yo la meatad e la otra meatad que finca que tomen la meatad las justicias"
"CODEA-0336 {h1ra:6}";"1253";"León";"livre podestat de vender, de donar, de fazer d'ella elo que vos ploguier en vida e después a la morte.";"Se";"per aventura algunu de mia parte o d'estraña contra esta carta d'esta véndeda venier o yo venier, sea maldito e"
"CODEA-0441 {h1ra:6}";"1253";"—";"dechos por XX moravedís que me vos avedes bien pagados. E d'este precio plogo a mí e a vós e";"se";"la heredat más val, per este precio seja comprada. Esta heredat yaz en alfoz de Salzedo, e viendo vola a"
"CODEA-0441 {h1ra:10}";"1253";"—";"de mí e de mios hermanos e de mias hermanas, e fagades d'ella a todo tiempo toda vuestra voluntad. E";"se";"alguno de mios hermanos o todos vos esta heredat demandaren, otórgovos per esta carta de vós la alugar per la"
"CODEA-0441 {h1ra:14}";"1253";"—";"a todo tiempo. E yo Gutier García esta heredat vos vos viendo que la ayades jur pagada a todo tiempo.";"Se";"algún omne vos esta carta corrompier o contrariar, sea por én maldito e escomungado, e peche a vós o a"
"CODEA-0886 {h1ra:13}";"1253";"Navarra?";"ý nuestro ombre por nós, e es a saber que ponemos en paramento que el pan ni el vino non";"se";"venda <…> de la nadal o passada la nadal que lo vendades; e si tomardes el pan en l'agosto o"
"CODEA-0886 {h1ra:14}";"1253";"Navarra?";"o passada la nadal que lo vendades; e si tomardes el pan en l'agosto o cuando quequiere que·l tomedes que";"se";"compt assí como valiere en Cornago a la nadal; e si tomartes vino pora vuestras casas, que se compte segont"
"CODEA-0886 {h1ra:14}";"1253";"Navarra?";"tomedes que se compt assí como valiere en Cornago a la nadal; e si tomartes vino pora vuestras casas, que";"se";"compte segont que fuere el vino e a como se acordare nuestro ombre con vós o con vuestro freire, el"
"CODEA-0886 {h1ra:15}";"1253";"Navarra?";"la nadal; e si tomartes vino pora vuestras casas, que se compte segont que fuere el vino e a como";"se";"acordare nuestro ombre con vós o con vuestro freire, el otro que lo vendan como podieren la nadal passada; e"
"CODEA-0886 {h1ra:18}";"1253";"Navarra?";"vos paguen a la primera nadal qui veniesse empués qu'el vino tomássamos nós que levemos a Cornago el que non";"se";"podiere embasar en Rieu de Xea; e si nós non lo oviéssamos mester o non vos diéssamos tal recaudo que"
"CODEA-0886 {h1ra:19}";"1253";"Navarra?";"fuéssades bien pagados, que lo tomedes vós o que lo vendades como mellor podiertes; e si vós lo tomartes, que";"se";"compte como valiere mosto en tiende, mas en Rieu de Xea ela messión que fará el freire con su ombre"
"CODEA-0886 {h1ra:20}";"1253";"Navarra?";"como valiere mosto en tiende, mas en Rieu de Xea ela messión que fará el freire con su ombre que";"se";"compte en la messión de la casa de Rieu de Xea; e si por guerra ni por otra cosa menos"
"CODEA-0886 {h1ra:21}";"1253";"Navarra?";"Rodrigo Joanes e doña Taresa Gonçálveç que nós pargemos a todo menoscabo e a toda pérdida, e assí que non";"se";"compte ren a vós en paga si non lo que tomartes quito; e si boeis ni otro ganado de labor"
"CODEA-0886 {h1ra:35}";"1253";"Navarra?";"sobrenombrados fiadores todos ensemle de mancomún cadaúno por el todo otorgámosnos por fiadores assí como fuero es de terra que";"se";"don Rodrigo Joanes o doña Taresa Gonçálveç o otri por ellos vos feciesse força ni embargo nenguno en la sobredicha"
"CODEA-1208 {h1ra:3}";"1253";"Sevilla";"vós don Gonçalvo García de Torquemada el aldea que avié nombre en tiempo de moros Caxar, con el barrio que";"se";"tiene con ella que·l dizen Moriana, a que yo pus nombre Torquemada, e veinte yugadas de bueyes de heredat pora"
"CODEA-1460 {h1ra:16}";"1253";"León?";"al devandicho hospital de Sant Marcos, ye otórgome yo e mio fiyo Gonzalvo Sánchez por filigreses de Sant Marcos. E";"se";"finarmos en tierra de León, que sepultemos nuestros corpos enno monesterio de Sant Marcos. E que esto sempre sea firme"
"CODEA-1464 {h1ra:2}";"1253";"León?";"Migael de las Eras e Pedro Martínez, carpentero, nossa heredade pernominada en Canal de la Matancia, convén a saber, cumo";"se";"determina: de prima parte, el camino que va de Audanences pora <....> Judes; de IIª partem, assí cumo determena con Saludes;"
"CODEA-1464 {h1ra:5}";"1253";"León?";"vós postores devandichos levar ela vostra meatade livre, e darnos d'ela el medio dezmo en salvo en vostros lagares. E";"se";"vós quiserdes vender o sopeñorare, convidar a nós. E se nós quisermus complar o sopeñorar, vender o sopeñorar, <…> nós"
"CODEA-1464 {h1ra:5}";"1253";"León?";"d'ela el medio dezmo en salvo en vostros lagares. E se vós quiserdes vender o sopeñorare, convidar a nós. E";"se";"nós quisermus complar o sopeñorar, vender o sopeñorar, <…> nós por tanto cuanto otre dier, que seya en verdade, e"
"CODEA-1464 {h1ra:6}";"1253";"León?";"nós quisermus complar o sopeñorar, vender o sopeñorar, <…> nós por tanto cuanto otre dier, que seya en verdade, e";"se";"la nos non quisermus complar o sopeñorar, meted ela a vosa prod, e se vender quisierdes vender a tal omne"
"CODEA-1464 {h1ra:6}";"1253";"León?";"dier, que seya en verdade, e se la nos non quisermus complar o sopeñorar, meted ela a vosa prod, e";"se";"vender quisierdes vender a tal omne que nos cumpla noso dereito ben cumu vós mais <…> sopeñoredes a otra orden,"
"CODEA-1464 {h1ra:7}";"1253";"León?";"a otra orden, ne a cavallero ne a'scudero, ne a omne poderoso a qui nos faga ý sobrazaría nenguna. E";"se";"mandar quiserdes a otra orden, d'esa vossa heredad <…>dar a nós, e se non no mandar a otra parte. E"
"CODEA-1464 {h1ra:8}";"1253";"León?";"qui nos faga ý sobrazaría nenguna. E se mandar quiserdes a otra orden, d'esa vossa heredad <…>dar a nós, e";"se";"non no mandar a otra parte. E nós prior de San Marcus e convento poner viñadero e toller viñadero, e"
"CODEA-1464 {h1ra:8}";"1253";"León?";"otra parte. E nós prior de San Marcus e convento poner viñadero e toller viñadero, e con voso conseyo. E";"se";"nós oviermus mester de vendimiar, vendimiar antes dos dies, e non <…> vos pese nos gardar el ál que ficar,"
"CODEA-1464 {h1ra:9}";"1253";"León?";"pese nos gardar el ál que ficar, elo nostro ya elo vostro. E nós postores devandichos lavrar e provechar. E";"se";"d'algunu ovier que non querá lavrar ne aprovechar assí cumo deve, tomar el orden el sou quiñón de aquél. E"
"CODEA-1464 {h1ra:10}";"1253";"León?";"amar el monesteriu ya elas suas cosas. E nós prior de San Marcus ya elos freires amarvos e querervos ben.";"Se";"d'algunu venier de nuestra parte o de ayena contra esta carta de postura e la quesier quebrantar sea maldicto e"
"CODEA-2177 {h1ra:18}";"1253";"Toledo";"su compaña o cuantos de su pan comieren en esta aldea o en su término caloña fizieren, ante el Cabildo";"se";"yutgue e peche la caloña al cabildo. E nós don Lázaro e don Martín Alcançalobos e don Beneito, ermano de"
